comment_id,Explicit Abusive Expression,Implicit Abusive Expression,Language Independent Change,Croatian specific Language Change,Croatia Knowledge Based,World Knowledge Based,Other
22235986,0,0,0,0,1,0,2
21672332,3,0,0,0,0,0,0
21762854,1,1,0,2,0,0,0
21901752,0,0,0,0,1,0,2
22339458,3,0,0,0,0,0,0
21955129,0,2,0,0,0,0,1
22064603,0,2,0,0,0,1,1
22298087,3,0,0,0,0,0,0
22289664,1,2,0,0,1,0,0
22017434,2,0,0,2,0,0,0
21943802,3,0,0,1,0,0,0
21789553,3,1,0,0,0,0,0
21877144,0,0,0,0,2,0,1
22038557,2,0,0,0,0,0,1
22312978,3,0,0,0,0,0,0
22125343,1,1,0,0,1,0,0
22171840,3,0,3,0,0,0,0
21740102,0,2,0,0,0,0,1
21737033,3,0,3,0,0,0,0
21869952,2,0,0,1,0,0,0
22323765,3,0,0,1,0,0,0
21674517,2,0,3,0,0,0,0
22269440,1,0,3,0,0,0,0
21672971,3,0,0,0,1,0,0
21894257,3,0,0,0,0,0,0
21779939,0,2,0,0,0,0,1
21717052,0,0,0,0,3,0,0
21710397,0,0,0,1,2,0,0
22174477,3,0,0,1,0,0,0
21665530,0,2,0,0,0,0,1
22057496,0,0,0,0,1,0,2
22020664,3,0,0,1,0,1,0
21801522,3,0,0,0,0,0,0
22285236,0,0,0,0,0,0,3
22265804,1,0,3,0,0,0,0
21777085,0,0,0,2,2,0,0
22186624,3,0,0,0,0,0,0
21963221,2,0,0,0,0,0,1
21678473,1,2,0,0,0,0,0
22384054,0,0,0,0,0,0,3
21895410,1,0,3,0,0,0,0
21846172,2,0,0,2,1,0,0
22388985,2,0,0,0,0,0,1
21807980,3,0,0,1,2,0,0
21926877,1,0,3,0,0,0,0
22305247,3,0,0,0,0,0,0
22345312,3,0,0,0,0,0,0
22023072,1,2,0,0,0,0,0
21717608,3,0,0,1,0,0,0
21788438,0,0,0,1,1,0,1
22160851,3,0,0,0,0,0,0
22272507,0,0,0,0,1,0,2
21589708,1,0,0,3,1,0,0
22260548,2,0,0,0,0,0,1
21770275,0,2,0,1,0,0,1
22090920,3,0,0,2,0,0,0
22321961,1,2,0,0,0,0,0
22219422,0,0,0,0,1,0,2
21588767,2,1,0,0,0,0,0
22388897,1,0,2,1,1,0,0
22134466,0,1,0,1,0,0,1
22302718,0,0,0,1,0,0,2
21590634,1,0,3,0,1,0,0
22166035,2,0,3,0,1,0,0
22139293,3,0,0,0,0,0,0
21803904,3,0,0,1,0,0,0
21875943,3,0,0,0,0,0,0
21646518,3,0,0,1,0,0,0
22057848,3,0,1,1,0,0,0
22248171,3,0,0,0,0,0,0
22385266,3,0,0,0,0,0,0
21875792,0,2,0,0,0,0,1
21753029,3,0,0,0,0,0,0
21786068,1,2,1,0,0,0,0
22296263,2,0,2,1,0,0,0
22170611,2,0,1,1,0,0,0
22066802,2,1,0,0,0,0,0
21595531,1,2,0,0,0,0,0
21666864,2,0,0,2,0,0,0
22275604,2,1,0,0,0,0,0
22331422,0,3,0,1,0,0,0
22346719,3,0,0,2,1,0,0
22372886,0,2,0,0,0,0,1
21618428,0,2,0,0,0,0,1
22121119,3,0,0,0,0,0,0
21767744,3,0,0,1,0,0,0
21688457,2,0,0,1,1,0,0
22299163,3,1,0,0,0,0,0
21802080,2,0,0,1,0,0,0
22303841,3,0,0,0,0,0,0
22392202,0,1,0,1,0,0,1
22398308,0,1,0,0,0,0,2
21922486,3,0,0,0,0,0,0
21698095,3,0,0,0,0,0,0
21638465,3,0,0,0,0,0,0
21824539,0,0,0,0,0,0,3
22226013,3,0,0,0,0,0,0
21736966,0,0,0,0,0,0,3
21619897,3,0,0,0,0,0,0
22103525,3,0,0,0,0,0,0
21874547,0,1,0,0,0,0,2
22397729,2,1,0,2,1,0,0
21865309,0,0,0,0,0,0,3
22220462,0,1,0,0,0,0,2
21721328,0,1,0,0,1,0,0
22063386,0,0,0,0,0,0,2
21803297,0,2,0,0,0,0,0
22242135,0,1,0,0,0,0,1
21754295,0,0,2,0,0,0,0
21605630,2,0,0,0,0,0,0
21850534,2,0,0,0,0,0,0
21619513,0,1,0,0,0,0,1
21688144,2,0,0,1,2,0,0
22118432,0,0,0,0,0,0,2
21764309,3,0,0,0,1,0,0
21615017,1,0,1,2,0,0,0
22027261,2,0,0,3,0,0,0
21682439,2,0,0,1,0,0,0
22234720,3,0,0,0,0,0,0
21895740,1,1,0,1,0,0,0
21764216,3,0,0,1,0,0,0
22155249,3,0,0,0,2,0,0
21631477,2,0,0,1,0,0,0
22389161,0,1,0,1,1,0,0
21925057,0,3,0,0,0,0,0
21769638,0,1,0,2,0,0,0
21698066,2,1,3,0,0,0,0
22187850,3,0,0,2,1,0,0
21593390,0,1,0,2,0,0,0
21907919,3,0,0,0,0,0,0
22062538,0,0,0,0,0,0,3
22233582,0,0,0,0,0,0,3
21654114,0,1,0,0,0,0,2
21749620,2,0,0,0,1,0,0
21737039,3,0,0,0,0,0,0
21646671,0,0,0,0,0,0,3
22165824,0,1,0,0,0,0,2
22349841,1,0,0,0,0,0,2
21989467,3,0,0,0,0,0,0
21678565,0,2,0,0,0,0,1
22099787,3,0,0,1,0,0,0
22307235,0,1,0,0,0,0,2
22003044,2,0,0,1,0,0,0
21656228,1,1,0,0,2,0,0
21762942,3,0,0,0,0,1,0
22248269,3,0,0,1,0,0,0
22365457,3,0,0,3,0,0,0
21613966,0,2,0,1,1,0,0
22286435,0,1,0,0,0,0,2
22013800,2,1,0,0,0,0,0
22257083,0,1,0,0,0,0,2
21767595,3,0,1,1,0,0,0
22140239,1,0,3,0,0,0,0
21846979,2,1,0,0,0,0,0
21911265,0,2,0,1,1,0,0
21777133,3,1,0,0,0,0,0
22167902,0,1,0,0,1,0,2
22284306,3,0,0,1,0,0,0
22335695,2,1,0,0,0,0,0
21875759,3,0,0,0,0,0,0
21952287,2,0,2,0,0,0,0
22194038,1,0,0,2,0,0,0
22172811,3,0,0,0,0,0,0
21954803,0,0,0,0,0,0,3
21682152,3,0,0,1,0,1,0
21936554,3,0,0,0,0,0,0
21814793,1,2,0,0,0,0,0
22204991,1,2,0,0,1,0,0
22380238,2,1,0,0,0,0,0
22040507,3,0,0,0,1,0,0
21646493,1,0,0,0,3,0,0
21817841,2,0,0,2,0,0,0
22038824,3,0,0,1,0,0,0
22396485,0,1,0,0,2,0,1
21867197,0,2,0,0,0,0,1
22273446,1,0,0,3,0,0,0
22221056,1,2,0,0,0,0,0
22383027,2,0,0,2,0,0,0
22282140,0,2,0,1,0,0,1
21806635,1,1,0,0,2,0,0
22133048,0,2,0,0,0,0,1
22057687,3,0,0,0,0,0,0
22160677,3,0,0,0,0,0,0
22395329,2,1,0,0,0,0,0
21912840,2,1,0,0,0,0,0
22313851,3,0,0,1,0,0,0
21874515,0,0,0,2,1,0,0
22297934,3,0,1,1,2,0,0
21642681,2,0,1,1,0,0,0
21937020,0,3,0,0,0,0,0
21998693,2,0,0,1,0,0,0
21955585,1,0,0,0,0,0,2
22082756,0,2,0,1,0,0,0
22142134,3,0,0,1,0,0,0
21784944,2,0,0,1,1,0,0
22187742,1,0,1,2,0,0,0
21762957,2,1,0,1,0,0,0
21671197,3,0,0,0,1,0,0
22149408,3,0,0,0,0,0,0
22112549,3,0,0,0,0,0,0
22363659,2,1,0,0,0,0,0
22033183,3,0,0,0,0,0,0
21918147,0,1,0,0,0,0,2
21612565,3,0,0,1,0,0,0
21882113,0,2,0,1,0,0,1
21715724,0,3,0,1,0,0,0
22383256,3,0,0,1,0,0,0
22325611,2,0,0,2,0,0,0
21719784,3,0,0,3,0,0,0
21769833,0,2,0,0,0,0,1
21842215,3,0,0,0,0,0,0
21778636,1,1,0,0,2,0,1
22290779,0,1,0,2,0,0,0
22363779,1,1,0,1,0,0,0
22111102,2,0,0,0,0,0,1
21881311,0,2,0,0,2,0,0
22107911,0,2,0,1,0,0,1
21836158,1,2,0,0,0,0,0
22068562,3,0,0,0,0,0,0
22222161,3,0,0,0,0,0,0
22110062,2,1,0,1,1,0,0
21622857,2,0,1,0,0,0,0
21912350,0,3,0,0,0,1,0
21744913,1,2,0,2,1,0,0
22020196,3,0,0,1,2,0,0
21911513,3,0,0,0,0,0,0
22081517,1,0,2,1,0,0,0
21638120,3,0,0,1,0,0,0
21753798,3,0,0,2,0,0,0
22390074,0,1,0,0,0,0,2
22308457,0,1,2,1,2,0,0
22356644,3,0,0,0,1,0,0
21935804,2,0,0,1,2,0,0
22029911,3,0,0,1,0,0,0
22373282,2,0,3,0,0,0,0
21919735,0,1,0,0,0,0,2
22130255,0,0,0,0,0,0,3
21878115,2,1,0,2,2,0,0
21740979,3,0,0,0,0,0,0
21710351,1,1,1,1,0,0,1
22280335,3,0,0,1,0,0,0
22337617,3,0,0,1,0,0,0
21935354,1,0,3,0,0,0,0
21948075,2,0,0,0,3,0,0
22260154,2,1,0,2,0,0,0
22256540,0,0,0,0,0,0,3
22313845,0,0,0,0,0,0,3
22065491,2,0,0,0,0,0,1
21924222,2,0,0,2,3,0,0
21999462,3,0,0,2,0,0,0
22300335,1,2,0,0,0,0,0
21681389,0,0,0,0,0,0,3
22222529,2,1,0,1,0,0,0
22175723,3,0,1,0,0,0,0
22211377,1,1,0,3,0,0,0
22192562,2,0,0,1,0,0,0
21882704,3,0,0,2,0,0,0
21726890,3,0,0,0,0,0,0
21846859,3,0,0,1,0,1,0
21870732,2,0,0,2,0,0,0
22033641,3,0,0,3,0,0,0
21683329,3,0,0,0,0,0,0
22077794,1,1,0,0,0,0,1
21987011,2,1,1,2,1,0,0
21889236,3,0,0,0,0,0,0
21860896,2,1,0,1,0,0,0
21778208,3,0,0,0,0,0,0
21591418,0,0,0,0,0,0,3
22312069,3,0,0,0,0,0,0
21875124,0,1,0,0,3,0,0
22098457,1,2,0,0,0,0,0
22233582,0,0,0,0,0,0,3
22353511,3,0,0,0,0,0,0
21604104,0,0,0,1,0,0,2
22324067,2,1,0,0,0,0,0
21598908,0,0,0,0,0,0,3
22064766,3,0,0,1,0,0,0
21625745,0,0,1,0,0,0,2
22068422,2,1,0,0,0,0,0
22233582,0,0,0,0,0,0,3
22281354,0,1,0,1,2,0,0
21971530,0,1,0,0,0,1,2
22064205,1,1,0,3,0,0,0
21905742,2,0,2,1,0,0,0
22095674,1,2,0,0,0,1,0
21801085,3,0,0,0,0,0,0
21727160,2,0,0,0,2,0,0
22384450,0,0,0,0,0,0,3
21895273,0,0,0,0,0,0,3
21892119,1,1,0,1,0,0,0
21805952,1,2,0,1,1,0,0
21985807,2,1,0,0,0,0,0
22294422,0,3,0,0,0,0,0
22226427,2,0,1,0,2,0,0
22029081,2,0,0,0,1,0,0
22165949,1,0,0,0,0,0,1
22345312,2,0,0,0,0,0,0
22008995,2,0,0,0,0,0,0
22047439,1,1,0,1,0,0,1
22302635,1,0,0,0,0,0,1
22387064,1,0,0,0,1,0,0
21867425,1,0,0,1,0,0,0
22070265,0,0,0,2,0,0,0
22343800,1,1,0,0,0,0,0
21650046,1,1,0,0,0,0,1
21682859,2,0,0,2,0,0,0
21808708,0,1,0,0,0,0,2
22040037,1,1,0,0,2,0,0
21717907,3,0,0,0,0,0,0
22233582,0,0,0,0,0,0,3
22007133,2,1,0,1,0,0,0
22126146,3,0,0,0,3,0,0
22066134,2,1,0,1,0,0,0
22164993,3,0,0,0,0,0,0
21693426,1,2,0,0,0,0,0
22199792,3,0,0,1,0,0,0
22219016,3,0,0,1,2,0,0
22196995,2,0,0,2,1,0,0
22135346,3,0,0,1,0,0,0
22039010,2,1,1,0,0,0,0
21691137,3,0,0,1,0,0,0
21692632,2,0,0,1,0,0,0
22082839,1,1,0,2,1,0,1
22366530,1,1,0,0,0,0,1
21740766,1,2,0,0,0,0,0
21963978,0,2,0,0,0,0,1
22300549,0,1,0,2,1,0,0
21847921,1,0,2,1,2,0,0
22251693,1,0,3,2,1,0,0
22314246,1,0,3,0,0,0,0
21771955,3,0,0,0,0,0,0
22233582,0,0,0,0,0,0,3
22113655,3,0,0,0,1,0,0
22285330,1,0,0,2,1,0,1
22260663,2,0,0,3,0,0,0
22028205,3,0,0,0,0,0,0
21822491,0,0,0,0,0,0,3
21620630,1,2,0,0,0,0,0
22020039,1,0,3,2,0,0,0
21800341,2,1,0,0,0,0,0
21693992,0,0,0,0,2,0,1
21658978,1,1,0,0,0,0,1
22062722,1,1,1,2,0,0,0
21940499,2,0,3,2,0,0,0
21600495,0,0,0,0,0,0,3
22348967,0,1,0,0,0,0,2
22078591,3,0,0,1,0,0,0
22031733,1,0,3,1,0,0,0
21771319,2,0,0,1,0,0,0
22058392,3,0,0,0,0,0,0
22259874,2,0,0,2,0,0,0
22062710,0,0,0,0,0,0,3
22109903,0,0,0,0,0,0,3
22352211,3,0,0,0,0,0,0
22344963,0,1,0,0,0,0,1
22182936,2,0,0,0,0,0,0
21876781,1,0,0,2,0,0,0
22111039,1,1,0,1,1,1,0
21848510,0,1,0,0,0,0,1
21877803,1,0,0,1,0,0,0
21785587,1,0,0,2,2,0,0
21687000,1,0,2,0,1,0,0
22274029,0,1,0,1,0,0,1
22275435,0,1,0,1,0,0,1
22042839,2,0,0,2,0,0,0
21768174,1,1,0,1,0,0,1
21684253,1,2,0,0,0,0,0
22358541,3,0,0,1,0,0,0
22387227,3,0,0,0,0,0,0
22119652,3,0,0,0,0,0,0
22308600,2,0,2,1,0,0,0
21934092,3,0,0,0,0,0,0
22285591,1,2,0,1,3,0,0
21771673,1,2,0,0,0,0,0
21690764,2,0,0,1,3,0,0
22298390,3,0,0,1,0,0,0
22097561,3,0,0,1,0,0,0
22247958,3,0,0,0,0,1,0
22063495,3,0,0,0,0,0,0
22125503,3,0,0,0,0,0,0
21653825,1,2,0,0,0,0,0
21966629,2,0,1,2,2,0,0
22233789,2,0,0,2,0,0,0
21744758,1,1,0,1,0,0,0
21946543,0,0,0,0,0,0,3
22295466,2,0,0,1,2,0,0
21634033,2,1,0,1,0,0,0
21650440,0,3,0,0,0,0,1
22046892,0,3,0,1,1,0,0
21863576,2,1,0,0,0,0,0
22126890,0,3,0,1,2,0,0
21673950,0,0,0,0,0,0,3
21698638,3,0,0,0,0,0,0
22140631,2,1,0,1,0,0,0
21621109,2,0,0,1,1,0,0
22133624,2,0,2,0,1,0,0
21665623,1,1,0,1,0,2,0
21897092,1,1,1,2,0,0,0
22055517,0,1,0,0,0,0,1
22285236,0,0,0,0,0,0,2
21773187,0,2,0,0,0,0,0
22291385,1,0,1,1,0,0,0
21950298,1,1,1,1,0,0,0
21747082,2,0,0,0,0,0,0
22126631,0,3,0,3,0,0,0
22130174,0,3,0,0,0,0,0
21841060,0,2,1,2,1,0,0
21877941,3,1,0,2,3,0,0
22148260,1,2,0,0,0,0,0
21687216,1,2,0,1,1,0,0
22101065,2,0,0,2,0,0,0
22071664,0,3,0,0,0,0,0
22194833,1,1,0,3,3,0,0
21681053,0,0,0,0,0,0,3
22339734,0,0,0,0,0,0,3
22134593,2,1,0,1,0,0,0
22087933,2,0,0,3,0,0,0
21825150,1,2,0,1,3,0,0
22233582,0,0,0,0,0,0,3
22285963,0,3,0,0,0,0,0
22388126,3,1,0,0,0,0,0
21718170,3,0,0,1,0,0,0
22282563,3,0,0,0,0,0,0
22392265,0,3,0,0,0,0,0
22291438,0,3,0,0,1,0,0
22126901,0,2,0,2,1,0,0
22233582,0,0,0,0,0,0,3
21735486,2,1,0,1,1,1,0
21851852,3,1,0,2,3,0,0
22111602,1,2,0,1,0,1,0
21859549,3,0,0,0,0,0,0
21713647,1,2,0,3,0,0,0
22206162,0,3,0,1,1,0,0
22074535,1,1,0,1,2,0,0
22315522,1,0,0,2,0,0,0
21718389,0,2,0,0,0,0,0
22086846,2,0,0,1,0,0,0
21743580,1,1,2,0,0,0,0
22355652,2,0,0,0,0,0,0
21753922,2,0,0,0,0,0,0
21768071,1,1,0,2,0,0,0
21766339,1,1,0,1,0,0,0
21869896,1,1,0,1,0,0,0
22007369,0,2,0,0,0,0,0
21644857,2,1,0,1,0,0,0
22064168,0,3,0,0,0,0,0
22253154,3,1,0,1,0,0,0
21871720,3,1,0,2,0,0,0
21806122,1,2,0,1,0,0,0
22389906,2,0,1,3,0,0,0
22110984,3,1,0,2,1,0,0
22116643,0,3,0,1,0,0,0
22213611,3,0,0,0,0,0,0
21743264,0,3,0,0,1,0,0
22214606,2,1,0,0,0,0,0
22129055,2,0,0,2,0,0,0
22035336,3,1,0,0,2,0,0
21994840,3,0,0,3,0,0,0
21998102,3,1,0,0,0,0,0
22124533,0,3,0,0,0,0,0
22350451,3,0,0,0,0,0,0
21622963,2,0,0,1,0,0,0
22212261,0,3,0,0,0,0,0
21887274,1,2,0,3,1,0,0
21949162,2,0,0,2,0,0,0
22161146,0,3,0,0,0,0,0
22104013,2,1,0,2,0,0,0
22064523,2,0,0,2,0,0,0
22331984,2,1,0,1,1,0,0
22278036,0,3,0,1,1,2,0
21995871,0,1,0,0,0,0,2
22387508,1,2,0,0,0,0,0
22014776,3,0,0,0,0,0,0
21774866,3,0,0,2,0,0,0
21598464,0,2,0,0,1,0,1
21746035,3,0,0,0,0,0,0
22057660,3,0,0,0,0,0,0
22144442,2,1,0,1,1,0,0
22240280,3,0,0,0,0,0,0
21879296,1,2,0,2,0,0,0
21948731,0,1,0,0,1,0,2
22030611,3,1,0,1,2,0,0
21709445,1,1,0,1,3,0,0
22073024,1,2,0,1,0,0,0
22344946,3,0,0,0,0,0,0
22016751,2,2,0,0,0,0,0
21606429,0,0,0,0,0,0,3
22113340,3,0,0,0,0,0,0
21668209,3,0,0,0,0,0,0
22332546,2,0,0,1,0,0,0
21921231,2,0,2,0,0,0,0
22092810,0,2,0,2,3,0,0
22078710,0,1,0,0,0,0,2
22106301,3,0,0,0,0,0,0
22023365,0,3,0,2,0,0,0
22356064,0,1,2,0,2,0,1
21875819,3,0,0,2,0,0,0
22028547,1,0,0,2,0,0,0
21875666,3,2,0,1,0,0,0
21910667,1,2,0,0,0,0,0
21935385,3,2,0,0,1,0,0
21983538,1,0,2,0,0,0,0
22011321,0,3,0,0,0,0,0
21860402,1,0,2,1,0,0,0
22320834,1,0,3,0,0,0,0
22168514,2,1,0,0,3,0,0
22091914,3,0,0,0,3,1,0
21686074,2,1,0,2,0,0,0
21671383,0,2,0,0,2,0,1
22345303,3,1,0,0,0,0,0
22012157,3,0,2,1,0,0,0
22165041,1,2,0,3,0,0,0
22188811,3,0,0,0,0,0,0
21653712,1,3,0,0,0,0,0
22389248,2,1,0,1,0,0,0
21990668,0,0,0,0,0,0,3
21863199,3,0,0,1,0,0,0
22004294,1,1,0,3,0,0,0
21781588,1,2,3,0,0,0,0
22273292,3,0,0,2,0,0,0
22290440,0,1,0,1,1,0,0
21598285,0,0,0,0,0,0,3
21673613,3,0,0,0,0,0,0
21947585,0,2,1,0,3,0,0
21758026,3,0,0,2,3,0,0
22222565,0,0,0,0,0,0,3
21860585,3,0,0,0,0,0,0
21857856,0,1,0,1,3,0,0
22350193,3,0,0,0,0,0,0
21893518,0,0,0,0,0,0,3
21755373,2,1,0,0,2,0,0
22093144,0,2,0,0,1,2,1
21896118,2,1,0,1,0,0,0
22331485,1,2,0,0,0,0,0
21813698,3,0,0,0,0,0,0
22040899,0,3,0,0,3,0,0
21916436,3,0,0,0,0,0,0
21898650,3,0,0,0,0,0,0
21987407,2,1,0,1,3,1,0
22256910,2,1,0,1,0,1,0
21883940,3,1,0,0,0,0,0
21954573,2,1,0,0,0,0,0
22141795,0,2,0,3,1,0,0
21607259,3,0,0,1,0,0,0
22023852,3,0,0,0,0,0,0
21886657,1,1,0,0,3,0,0
22226295,3,0,0,1,3,0,0
22289775,2,1,0,1,3,0,0
21651428,3,0,0,0,0,0,0
21639060,0,3,0,2,2,0,0
22280849,1,2,0,2,0,0,0
21953964,0,1,0,0,0,0,2
21834646,0,3,0,1,0,0,0
21664699,0,2,0,1,0,0,0
21946543,0,0,0,0,0,0,3
21701734,3,0,0,0,2,0,0
22138183,3,0,0,2,0,0,0
21781505,3,0,0,0,2,0,0
22196588,3,0,0,0,0,0,0
22029296,3,0,0,0,0,0,0
22021796,3,0,0,0,0,0,0
21846856,0,1,0,0,2,0,1
22390891,1,2,2,0,0,0,0
22354606,0,3,0,1,0,0,0
22260171,0,2,0,0,0,0,1
21928476,0,2,0,0,0,0,1
22219169,1,2,0,1,2,0,0
22112366,2,1,0,3,0,0,0
21915775,0,1,0,0,0,0,2
21948536,0,2,0,1,2,0,0
21748555,3,0,0,1,3,0,0
22233582,0,0,0,0,0,0,3
21654856,1,2,0,1,0,0,0
22366239,3,0,0,1,0,0,0
21823092,2,1,0,1,0,0,0
22101218,2,1,0,3,1,0,0
22091150,3,0,0,0,0,0,0
22233582,0,0,0,0,0,0,3
21798063,1,2,0,0,0,0,0
22233582,0,0,0,0,0,0,3
21916843,3,0,0,2,0,0,0
22257229,0,2,0,0,2,0,1
22020716,3,0,0,1,0,0,0
22369117,1,2,0,0,0,0,0
22001697,3,0,0,0,0,0,0
22347894,2,1,0,0,0,0,0
21771653,1,2,0,0,2,0,0
21777231,0,2,0,0,1,0,1
22131388,0,0,0,0,0,0,3
22332179,0,3,0,0,3,0,0
22290811,3,0,0,1,0,0,0
21614290,3,0,0,0,0,0,0
21945479,3,0,0,0,2,0,0
21720409,0,0,0,0,0,0,3
21654999,2,1,0,1,0,0,0
22227010,2,0,0,1,0,0,0
22057425,3,0,0,0,0,0,0
22264684,2,1,0,2,1,0,0
21595567,2,0,0,2,0,0,0
21763904,2,0,3,1,0,0,0
22201309,3,0,1,2,2,0,0
22232759,1,2,0,0,2,0,0
21899406,3,0,0,1,0,0,0
22314450,0,2,0,0,0,0,1
21810045,1,0,0,0,0,0,2
21688345,1,2,0,0,0,0,0
22028447,3,0,0,2,0,0,0
22203178,3,0,0,0,2,0,0
21674768,3,1,0,0,0,0,0
21961152,1,0,0,1,1,0,0
22015982,2,1,0,0,0,0,0
21687063,0,3,0,0,2,0,0
21736246,0,3,0,0,0,0,0
22240685,3,0,0,0,0,0,0
21997892,0,3,0,0,0,0,0
21814114,0,3,0,0,0,0,1
22323847,0,2,0,0,0,1,0
21600495,0,0,0,0,0,0,3
21958092,0,1,0,0,2,0,1
22047796,3,0,0,0,0,0,0
22045589,2,1,0,0,0,0,0
22140895,3,0,0,0,0,0,0
21664357,3,0,0,1,1,0,0
22233582,0,0,0,0,0,0,3
22258420,0,3,0,0,0,0,0
22233582,0,0,0,0,0,0,3
21625318,3,0,0,0,3,0,0
21872991,0,1,0,0,0,0,2
21911966,3,0,0,0,0,0,0
21644310,3,0,0,0,0,0,0
21998176,0,0,0,0,0,0,3
21620545,1,2,0,0,0,0,0
21952410,3,0,0,0,0,0,0
22128399,1,1,0,3,1,0,0
21946543,0,0,0,0,0,0,3
22069634,1,2,0,0,0,0,0
21591809,0,1,0,0,2,0,0
22107532,3,0,0,0,0,0,0
21856217,3,1,0,2,1,0,0
22021975,1,2,0,0,3,0,0
21882489,2,1,0,0,0,2,0
22145498,2,1,0,0,2,0,0
22047772,3,0,0,0,0,0,0
22016625,2,0,0,2,0,0,0
21955446,0,3,0,0,1,0,0
21879025,1,1,0,1,0,0,1
22156714,3,0,0,1,3,0,0
21864667,2,1,0,0,0,0,0
22127171,2,1,0,1,1,0,0
21767727,0,3,0,0,0,0,0
21749220,0,3,0,0,3,0,0
22124684,3,0,0,1,2,0,0
22087112,0,1,0,0,0,0,2
21927757,3,0,0,1,0,0,0
21648331,2,1,0,0,0,1,0
21741672,1,1,0,2,3,0,0
22314900,0,3,0,0,0,0,0
22217229,2,1,0,1,3,0,0
22108142,1,0,2,1,0,0,0
22337486,2,1,2,1,2,0,0
21636647,0,3,0,0,3,0,0
22014597,3,0,2,0,1,0,0
22331031,3,0,3,0,0,0,0
22326847,3,0,0,0,0,0,0
21867616,1,1,0,2,0,1,0
22002417,3,0,0,0,0,0,0
22360861,0,3,0,0,0,0,0
22035756,1,2,0,1,1,0,0
21664961,3,0,0,1,0,0,0
22134251,3,0,0,0,1,0,0
22192774,3,0,0,0,0,0,0
22344826,3,0,0,0,0,0,0
21742368,3,0,0,0,1,0,0
22351921,3,0,0,0,0,0,0
22366653,2,1,0,0,1,0,0
22374811,1,2,0,0,1,0,0
21620762,0,0,0,0,0,0,3
21665262,3,0,0,0,0,0,0
22302879,3,0,0,0,0,0,0
22260111,0,3,0,1,0,0,0
21622154,3,0,0,0,0,0,0
22332936,0,3,0,0,1,0,0
22093898,2,1,0,1,0,0,0
22396158,0,2,3,0,1,0,0
21953835,1,0,0,0,0,0,2
22223876,3,0,1,2,0,0,0
21863198,0,2,0,0,0,0,1
21670754,0,3,0,0,0,0,0
22103394,0,0,0,0,0,1,2
21690217,1,2,0,0,0,0,0
21764906,3,0,0,1,0,0,0
21615197,3,1,0,0,1,0,0
22054711,3,0,0,0,1,0,0
21818447,2,1,0,0,2,0,0
21593415,0,1,0,0,0,0,2
21860430,1,2,0,0,2,0,0
22166583,0,1,0,0,0,0,2
22307389,1,0,0,0,0,0,2
21869110,3,0,0,0,0,0,0
22211165,0,3,0,0,0,0,0
22242193,0,3,0,0,0,0,0
22252200,0,1,0,3,0,0,0
21638427,3,0,0,1,1,0,0
